Código município;Cor/raça;Estado civil;Faixa etária;Gênero;Grau de instrução;Município;Nome candidato;Número candidato;Ocupação;Partido;Situação totalização;Votos válidos;Votos nominais;Data de carga
13811;Branca;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;COREAÚ;JOSE EDEZIO VAZ DE SOUZA;40;Empresário;PSB;Eleito;16238;12228;2026-02-28 19:30:47
13005;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio completo;JIJOCA DE JERICOACOARA;FRANCISCO EVERARDO GOMES;44;Vereador;UNIÃO;Não Eleito;17991;1433;2026-02-28 19:30:47
14419;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;JAGUARUANA;SAMUEL QUIRINO DA SILVA;40;Empresário;PSB;Não Eleito;23699;8022;2026-02-28 19:30:47
13951;Branca;Casado(a);80 a 84 anos;Masculino;Superior completo;GRANJA;RAIMUNDO NONATO DA ROCHA FRANCO;50;Servidor Público Civil Aposentado;PSOL;Não Eleito;33805;84;2026-02-28 19:30:47
13439;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;BEBERIBE;ANDERSON PEROBA GOMES;27;Advogado;DC;Não Eleito;39441;177;2026-02-28 19:30:47
13692;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;CASCAVEL;CLEITON PEREIRA DA SILVA;13;Servidor Público Estadual;PT;Não Eleito;49302;21825;2026-02-28 19:30:47
98574;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;VARJOTA;FRANCISCO ELMO BEZERRA MONTE;40;Empresário;PSB;Eleito;13869;8914;2026-02-28 19:30:47
15210;Branca;Casado(a);35 a 39 anos;Masculino;Superior incompleto;PORANGA;IGOR DE ALMEIDA PINHO;55;Empresário;PSD;Não Eleito;7979;3723;2026-02-28 19:30:47
15792;Branca;Solteiro(a);50 a 54 anos;Masculino;Ensino Médio completo;URUOCA;RUBENS BÉSSIO PESSOA ALMEIDA;11;Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;PP;Não Eleito;9329;1397;2026-02-28 19:30:47
15016;Parda;Casado(a);25 a 29 anos;Masculino;Ensino Médio completo;PALHANO;JOSE LUCIANO SILVA;13;Prefeito;PT;Eleito;8803;4723;2026-02-28 19:30:47
14451;Branca;Divorciado(a);30 a 34 anos;Feminino;Superior completo;JATI;MONICA ROSANY PEREIRA MARIANO;13;Empresário;PT;Eleito;6051;3578;2026-02-28 19:30:47
13838;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;CRATEÚS;JANAINA CARLA FARIAS;13;Senador;PT;Eleito;47932;26055;2026-02-28 19:30:47
13013;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;ABAIARA;ANGELO FURTADO SAMPAIO;13;Administrador;PT;Eleito;6579;3429;2026-02-28 19:30:47
13102;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;QUITERIANÓPOLIS;RAIMUNDO ALEXANDRE VIEIRA;13;Agricultor;PT;Não Eleito;13880;4249;2026-02-28 19:30:47
13714;Branca;Casado(a);35 a 39 anos;Masculino;Superior completo;CATARINA;RENAN BARROS GUEDES;15;Vereador;MDB;Eleito;8718;4996;2026-02-28 19:30:47
15091;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PARAMOTI;PAULO SERGIO MARIZ SANTOS;13;Agrônomo;PT;Não Eleito;8731;2499;2026-02-28 19:30:47
13897;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;FORTALEZA;JOSÉ BATISTA NETO;16;Trabalhador de Construção Civil;PSTU;Não Eleito;1397526;615;2026-02-28 19:30:47
14958;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;PACATUBA;THIAGO MOREIRA RODRIGUES;55;Médico;PSD;Não Eleito;47973;576;2026-02-28 19:30:47
13005;Branca;Casado(a);30 a 34 anos;Masculino;Ensino Médio completo;JIJOCA DE JERICOACOARA;ELIVANDRO BRITO DOS SANTOS;22;Outros;PL;Não Eleito;17991;187;2026-02-28 19:30:47
14931;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;PACAJUS;FRANCISCO JOSE CUNHA DE QUEIROZ;36;Aposentado (Exceto Servidor Público);AGIR;Não Eleito;44843;523;2026-02-28 19:30:47
13617;Branca;Casado(a);30 a 34 anos;Feminino;Superior completo;CARIRÉ;LUYZA GURGEL DE ALENCAR GONDIM PONTE;25;Psicólogo;PRD;Não Eleito;12722;3220;2026-02-28 19:30:47
13471;Parda;Casado(a);50 a 54 anos;Masculino;Superior incompleto;BOA VIAGEM;JOSE CARNEIRO DANTAS FILHO;40;Empresário;PSB;Eleito;33851;30609;2026-02-28 19:30:47
13099;Branca;Solteiro(a);30 a 34 anos;Feminino;Superior completo;ALCÂNTARAS;SHIRLIANE MOREIRA FERREIRA;13;Comerciante;PT;Não Eleito;8255;2821;2026-02-28 19:30:47
15199;Parda;Casado(a);40 a 44 anos;Feminino;Superior completo;PIQUET CARNEIRO;NEILA MARIA VITORIANO DE SOUSA;13;Professor de Ensino Fundamental;PT;Eleito;10626;6025;2026-02-28 19:30:47
15032;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;PALMÁCIA;MARCONDES SOUSA BARBOSA;13;Comerciante;PT;Eleito;8526;4330;2026-02-28 19:30:47
14893;Branca;Solteiro(a);55 a 59 anos;Masculino;Superior completo;NOVO ORIENTE;JOSE VALDENOR RODRIGUES CAVALCANTE;12;Empresário;PDT;Não Eleito;17922;4359;2026-02-28 19:30:47
15113;Parda;Casado(a);40 a 44 anos;Masculino;Ensino Médio incompleto;PEDRA BRANCA;FRANCISCO NAZIEL DE SOUZA CAVALCANTE;10;Empresário;REPUBLICANOS;Não Eleito;26824;11901;2026-02-28 19:30:47
14397;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;JAGUARIBE;ALEXANDRE GOMES DIOGENES;10;Prefeito;REPUBLICANOS;Eleito;24126;14923;2026-02-28 19:30:47
13854;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;CRATO;LUCAS GONÇALVES BRASIL;45;Administrador;PSDB;Não Eleito;76107;3268;2026-02-28 19:30:47
13366;Parda;Casado(a);75 a 79 anos;Masculino;Superior completo;TARRAFAS;FRANCISCO PALACIO LEITE;13;Professor de Ensino Médio;PT;Não Eleito;6268;2690;2026-02-28 19:30:47
14613;Branca;Divorciado(a);40 a 44 anos;Feminino;Superior completo;MASSAPÊ;ALINE AGUIAR ALBUQUERQUE;10;Prefeito;REPUBLICANOS;Não Eleito;27550;13612;2026-02-28 19:30:47
14273;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;ITAPAJÉ;RAIMUNDO NONATO SOUZA SILVA;10;Outros;REPUBLICANOS;Eleito;32835;16845;2026-02-28 19:30:47
15059;Branca;Solteiro(a);45 a 49 anos;Feminino;Superior completo;PARACURU;GABRIELA CORDEIRO FAÇANHA;10;Odontólogo;REPUBLICANOS;Eleito;27619;16022;2026-02-28 19:30:47
13013;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;ABAIARA;FRANCISCO ELISEU MOREIRA FILHO;12;Psicólogo;PDT;Não Eleito;6579;3150;2026-02-28 19:30:47
15377;Branca;Solteiro(a);40 a 44 anos;Masculino;Superior incompleto;RUSSAS;DAMIÃO GONÇALVES D OLIVEIRA JUNIOR;15;Locutor e Comentarista de Rádio e Televisão e Radialista;MDB;Não Eleito;42562;2706;2026-02-28 19:30:47
13102;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;QUITERIANÓPOLIS;JULIANA MONTEIRO ABREU;55;Médico;PSD;Eleito;13880;9631;2026-02-28 19:30:47
13536;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;CAMPOS SALES;JOÃO LUIZ LIMA SANTOS;13;Enfermeiro;PT;Não Eleito;16463;7891;2026-02-28 19:30:47
15989;Parda;Solteiro(a);25 a 29 anos;Masculino;Superior completo;DEPUTADO IRAPUAN PINHEIRO;FRANCISCO CARLOS DE MELO;13;Advogado;PT;Não Eleito;6411;2528;2026-02-28 19:30:47
14974;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;PACOTI;MARCOS VENICIOS NORJOSA GONZAGA;13;Prefeito;PT;Eleito;9310;3959;2026-02-28 19:30:47
13676;Parda;Casado(a);45 a 49 anos;Masculino;Superior incompleto;CARNAUBAL;JOSE WELITON SOUZA LEITE;13;Prefeito;PT;Eleito;11359;6387;2026-02-28 19:30:47
13005;Parda;Solteiro(a);35 a 39 anos;Masculino;Superior completo;JIJOCA DE JERICOACOARA;LEANDRO CESAR DE SOUSA;11;Empresário;PP;Eleito;17991;10680;2026-02-28 19:30:47
15172;Parda;Divorciado(a);50 a 54 anos;Masculino;Ensino Médio completo;PEREIRO;JOSE HERMANO DO NASCIMENTO NOGUEIRA;13;Empresário;PT;Eleito;11360;9110;2026-02-28 19:30:47
14133;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;INDEPENDÊNCIA;JOAO DE DEUS VIEIRA;35;Advogado;PMB;Não Eleito;18120;18;2026-02-28 19:30:47
14672;Branca;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;MILAGRES;JORGIANO ZUZA PEREIRA;45;Agricultor;PSDB;Não Eleito;17869;168;2026-02-28 19:30:47
14397;Branca;Divorciado(a);70 a 74 anos;Masculino;Superior completo;JAGUARIBE;JOSÉ ABNER NOGUEIRA DIÓGENES PINHEIRO;11;Empresário;PP;Não Eleito;24126;9203;2026-02-28 19:30:47
14230;Preta;Solteiro(a);35 a 39 anos;Feminino;Superior completo;IRAUÇUBA;HELOISA PINTO ARAUJO;22;Advogado;PL;Não Eleito;16055;697;2026-02-28 19:30:47
15210;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;PORANGA;JOAO DAMASCENO CHAVES;50;Agricultor;PSOL;Não Eleito;7979;29;2026-02-28 19:30:47
15490;Branca;Casado(a);45 a 49 anos;Feminino;Superior completo;SÃO GONÇALO DO AMARANTE;LAMARKA LOPES PEREIRA;22;Empresário;PL;Não Eleito;42747;828;2026-02-28 19:30:47
15172;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Médio completo;PEREIRO;JOSÉ ROSEAN DE SOUSA;10;Agente de Saúde e Sanitarista;REPUBLICANOS;Não Eleito;11360;2250;2026-02-28 19:30:47
14273;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ITAPAJÉ;VILAMAR ARAUJO SOUSA;22;Vereador;PL;Não Eleito;32835;1853;2026-02-28 19:30:47
15458;Branca;Solteiro(a);30 a 34 anos;Masculino;Ensino Médio completo;SANTA QUITÉRIA;JOEL MADEIRA BARROSO;40;Administrador;PSB;Eleito;24735;13161;2026-02-28 19:30:47
13579;Branca;Casado(a);70 a 74 anos;Masculino;Ensino Médio completo;CAPISTRANO;JOSE RENATO CAVALCANTE LIMA;11;Outros;PP;Não Eleito;13802;6499;2026-02-28 19:30:47
13420;Branca;Viúvo(a);80 a 84 anos;Masculino;Superior completo;ARARENDÁ;LUIZ FREIRES MELO;25;Advogado;PRD;Não Eleito;7584;1714;2026-02-28 19:30:47
13153;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;ANTONINA DO NORTE;ANTONIO ROSENO FILHO;12;Prefeito;PDT;Eleito;5613;4619;2026-02-28 19:30:47
13404;Parda;Casado(a);60 a 64 anos;Masculino;Superior completo;BARROQUINHA;JAIME VERAS SILVA FILHO;55;Prefeito;PSD;Eleito;12742;6404;2026-02-28 19:30:47
14974;Branca;Casado(a);60 a 64 anos;Masculino;Superior completo;PACOTI;ALBER CASTELO BRANCO;12;Advogado;PDT;Não Eleito;9310;1710;2026-02-28 19:30:47
13234;Parda;Casado(a);35 a 39 anos;Masculino;Superior incompleto;ARACOIABA;ISAAC FURTADO DE FIGUEIREDO VASCONCELOS;10;Empresário;REPUBLICANOS;Não Eleito;21596;7980;2026-02-28 19:30:47
15474;Parda;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SÃO BENEDITO;HENRIQUE PAULO SANTANA;12;Empresário;PDT;Não Eleito;26608;7219;2026-02-28 19:30:47
15695;Branca;Divorciado(a);40 a 44 anos;Masculino;Superior completo;TIANGUÁ;ALEX ANDERSON NUNES DA COSTA;40;Prefeito;PSB;Eleito;46812;31126;2026-02-28 19:30:47
13951;Branca;Solteiro(a);55 a 59 anos;Masculino;Superior completo;GRANJA;FRANCISCO ANIBAL OLIVEIRA DE ARRUDA COELHO FILHO;13;Prefeito;PT;Eleito;33805;23080;2026-02-28 19:30:47
15814;Branca;Casado(a);50 a 54 anos;Feminino;Superior completo;VÁRZEA ALEGRE;LUCIANA SOARES BARBOSA ROLIM;40;Médico;PSB;Não Eleito;25137;12339;2026-02-28 19:30:47
13340;Branca;Solteiro(a);30 a 34 anos;Masculino;Superior completo;IPAPORANGA;ANTONIO AMARO PEREIRA OLIVEIRA;13;Prefeito;PT;Eleito;8432;7754;2026-02-28 19:30:47
14850;Branca;Casado(a);30 a 34 anos;Masculino;Superior completo;NOVA OLINDA;LEONARDO PEREIRA DE BRITO NEVES;13;Advogado;PT;Eleito;10490;6097;2026-02-28 19:30:47
15490;Branca;Casado(a);55 a 59 anos;Masculino;Superior completo;SÃO GONÇALO DO AMARANTE;FRANCISCO CLAUDIO PINTO PINHO;12;Tabelião;PDT;Não Eleito;42747;12994;2026-02-28 19:30:47
13730;Parda;Casado(a);50 a 54 anos;Feminino;Superior completo;CAUCAIA;MARIA EMILIA PESSOA DE LIMA CARNEIRO;45;Deputado;PSDB;Não Eleito;193000;47609;2026-02-28 19:30:47
13650;Branca;Casado(a);55 a 59 anos;Masculino;Ensino Fundamental completo;CARIÚS;ANTONIO CLAUDIO HOLANDA BORGES;55;Agricultor;PSD;Não Eleito;13490;38;2026-02-28 19:30:47
14214;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;IRACEMA;RUMMENYGGE OLIVEIRA ARAUJO;22;Estudante, Bolsista, Estagiário e Assemelhados;PL;Não Eleito;10362;52;2026-02-28 19:30:47
13854;Branca;Divorciado(a);50 a 54 anos;Masculino;Superior completo;CRATO;ALOISIO ANTONIO GOMES DE MATOS BRASIL;44;Médico;UNIÃO;Não Eleito;76107;35747;2026-02-28 19:30:47
15938;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;ICAPUÍ;JOBEDE REIS CIRILO DA SILVA;45;Advogado;PSDB;Não Eleito;15326;6489;2026-02-28 19:30:47
15920;Parda;Divorciado(a);40 a 44 anos;Masculino;Superior completo;IBICUITINGA;JOSE DE ARAUJO DANTAS FILHO;55;Policial Militar;PSD;Não Eleito;11058;4352;2026-02-28 19:30:47
14257;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;ITAIÇABA;GENILSON CESAR DE SENA;22;Comerciante;PL;Não Eleito;4018;127;2026-02-28 19:30:47
14672;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;MILAGRES;ABRAAO SAMPAIO DE LACERDA;77;Médico;SOLIDARIEDADE;Não Eleito;17869;8305;2026-02-28 19:30:47
13455;Branca;Solteiro(a);35 a 39 anos;Masculino;Superior completo;BELA CRUZ;JOSE OTACILIO DE MORAIS NETO;40;Prefeito;PSB;Eleito;17683;12487;2026-02-28 19:30:47
15334;Parda;Divorciado(a);50 a 54 anos;Feminino;Superior incompleto;REDENÇÃO;SELMA MARINHO FERNANDES;40;Administrador;PSB;Eleito;18470;14076;2026-02-28 19:30:47
13285;Parda;Solteiro(a);55 a 59 anos;Masculino;Ensino Médio completo;PINDORETAMA;JOSE MARIA MENDES LEITE;40;Policial Militar;PSB;Eleito;17061;12784;2026-02-28 19:30:47
13951;Preta;Casado(a);35 a 39 anos;Feminino;Superior completo;GRANJA;MARIA DO LIVRAMENTO OLIVEIRA DIAS;11;Fisioterapeuta e Terapeuta Ocupacional;PP;Não Eleito;33805;7132;2026-02-28 19:30:47
15873;Parda;Solteiro(a);55 a 59 anos;Masculino;Superior completo;AMONTADA;EDIVALDO ASSIS DE JESUS;55;Agricultor;PSD;Não Eleito;29961;10085;2026-02-28 19:30:47
15598;Branca;Divorciado(a);65 a 69 anos;Masculino;Superior completo;SOBRAL;OSCAR SPINDOLA RODRIGUES JUNIOR;44;Empresário;UNIÃO;Eleito;124273;65138;2026-02-28 19:30:47
14575;Parda;Casado(a);50 a 54 anos;Masculino;Superior completo;MARCO;JOSE ERASMO RAMOS SOARES;44;Advogado;UNIÃO;Não Eleito;19092;6159;2026-02-28 19:30:47
15130;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;PENAFORTE;RAFAEL FERREIRA ANGELO;13;Médico;PT;Não Eleito;7721;3224;2026-02-28 19:30:47
15377;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;RUSSAS;ADRIANA RIBEIRO DE LIMA;13;Servidor Público Municipal;PT;Não Eleito;42562;0;2026-02-28 19:30:47
14176;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;IPU;CARLOS SÉRGIO RUFINO MOREIRA;40;Administrador;PSB;Não Eleito;27936;13417;2026-02-28 19:30:47
13242;Preta;Solteiro(a);40 a 44 anos;Masculino;Superior completo;GUAIÚBA;SORIANO FRANCISCO EDINILSON RIBEIRO DA SILVA;18;Administrador;REDE;Não Eleito;17532;166;2026-02-28 19:30:47
13170;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;APUIARÉS;FRANCISCO JOSE BARBOSA GOIS;10;Administrador;REPUBLICANOS;Não Eleito;11136;676;2026-02-28 19:30:47
13447;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;CATUNDA;DOUGLAS RODRIGUES NEGREIROS;40;Contador;PSB;Eleito;8255;5210;2026-02-28 19:30:47
15059;Parda;Casado(a);70 a 74 anos;Masculino;Superior completo;PARACURU;JULIO CESAR ALCANTARA;33;Médico;MOBILIZA;Não Eleito;27619;384;2026-02-28 19:30:47
15059;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;PARACURU;GALBA FREIRE MOITA;30;Engenheiro;NOVO;Não Eleito;27619;137;2026-02-28 19:30:47
13463;Parda;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;CHORÓ;CARLOS ALBERTO QUEIROZ PEREIRA;40;Empresário;PSB;Eleito;9772;5971;2026-02-28 19:30:47
13080;Branca;Solteiro(a);45 a 49 anos;Masculino;Ensino Médio completo;TURURU;FRANCISCO ALEXANDRE LIMA PINTO;12;Servidor Público Municipal;PDT;Não Eleito;13375;3082;2026-02-28 19:30:47
15776;Parda;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;URUBURETAMA;CARLOS EDUARDO DAVID FERREIRA;55;Comerciante;PSD;Não Eleito;15599;3914;2026-02-28 19:30:47
14613;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio incompleto;MASSAPÊ;JOSE JÂNIO RICARDO;30;Outros;NOVO;Não Eleito;27550;143;2026-02-28 19:30:47
14990;Branca;Solteiro(a);21 a 24 anos;Masculino;Superior incompleto;PACUJÁ;PEDRO ALLAN DE SOUSA LEOPOLDINO;40;Estudante, Bolsista, Estagiário e Assemelhados;PSB;Eleito;5461;3901;2026-02-28 19:30:47
13730;Preta;Casado(a);55 a 59 anos;Masculino;Superior completo;CAUCAIA;WALDEMIR CATANHO DE SENA JUNIOR;13;Jornalista e Redator;PT;Segundo turno;193000;47617;2026-02-28 19:30:47
13277;Parda;Solteiro(a);35 a 39 anos;Masculino;Ensino Médio completo;ARATUBA;JOERLY RODRIGUES VICTOR;10;Prefeito;REPUBLICANOS;Eleito;10737;6987;2026-02-28 19:30:47
15415;Parda;Casado(a);60 a 64 anos;Masculino;Ensino Fundamental incompleto;SANTANA DO ACARAÚ;FRANCISCO DAS CHAGAS MENDES;10;Prefeito;REPUBLICANOS;Eleito;21772;15017;2026-02-28 19:30:47
13250;Branca;Casado(a);50 a 54 anos;Masculino;Ensino Fundamental completo;ARARIPE;CICERO FERREIRA DA SILVA;15;Prefeito;MDB;Não Eleito;14059;6913;2026-02-28 19:30:47
15431;Parda;Divorciado(a);55 a 59 anos;Masculino;Ensino Médio incompleto;SANTANA DO CARIRI;FRANCISCO PEDRO LOPES DA CRUZ;15;Empresário;MDB;Não Eleito;11581;4549;2026-02-28 19:30:47
13919;Parda;Solteiro(a);40 a 44 anos;Masculino;Ensino Médio completo;FRECHEIRINHA;FRANCISCO MESQUITA PORTELA;55;Empresário;PSD;Eleito;11809;6172;2026-02-28 19:30:47
15636;Parda;Solteiro(a);50 a 54 anos;Masculino;Ensino Fundamental incompleto;TABULEIRO DO NORTE;PEDRO NOGUEIRA FERREIRA;55;Agricultor;PSD;Não Eleito;21089;9989;2026-02-28 19:30:47
13242;Branca;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;GUAIÚBA;SANDRO HENRIQUE COSTA MENEZES;55;Empresário;PSD;Não Eleito;17532;3259;2026-02-28 19:30:47
15890;Branca;Solteiro(a);45 a 49 anos;Masculino;Superior completo;CRUZ;ERLANDSON MUNIZ DE ARAÚJO MARTINS;13;Corretor de Imóveis, Seguros, Títulos e Valores;PT;Não Eleito;19089;4853;2026-02-28 19:30:47
15555;Branca;Solteiro(a);50 a 54 anos;Masculino;Superior completo;SENADOR POMPEU;LUIZ FLAVIO MENDES DE CARVALHO;13;Advogado;PT;Não Eleito;17003;7783;2026-02-28 19:30:47
14915;Parda;Casado(a);40 a 44 anos;Masculino;Superior completo;ORÓS;SIMÃO PEDRO ALVES PEQUENO;55;Administrador;PSD;Eleito;14188;8287;2026-02-28 19:30:47
15270;Branca;Casado(a);45 a 49 anos;Masculino;Superior completo;QUIXADÁ;RICARDO JOSÉ ARAÚJO SILVEIRA;55;Prefeito;PSD;Eleito;49282;34121;2026-02-28 19:30:47
14931;Parda;Casado(a);35 a 39 anos;Masculino;Ensino Médio completo;PACAJUS;JOSÉ EDILSON DE CARVALHO LIMA;44;Empresário;UNIÃO;Eleito;44843;12660;2026-02-28 19:30:47
13170;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;APUIARÉS;ANARACY PINTO PINHO RUFINO;40;Fiscal;PSB;Eleito;11136;6832;2026-02-28 19:30:47
14753;Branca;Solteiro(a);30 a 34 anos;Feminino;Superior completo;MORADA NOVA;NAIARA CARNEIRO CASTRO;40;Vereador;PSB;Eleito;48016;24429;2026-02-28 19:30:47
14575;Branca;Solteiro(a);25 a 29 anos;Masculino;Superior incompleto;MARCO;FRANCISCO ROGERIO OSTERNO AGUIAR NETO;40;Empresário;PSB;Eleito;19092;12933;2026-02-28 19:30:47
13501;Branca;Solteiro(a);40 a 44 anos;Feminino;Superior completo;FORTIM;DELMA DA COSTA DOS SANTOS;15;Advogado;MDB;Eleito;15376;10255;2026-02-28 19:30:47
15059;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;PARACURU;MÁRCIO BATISTA BARBOSA;25;Servidor Público Federal;PRD;Não Eleito;27619;283;2026-02-28 19:30:47
13692;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;CASCAVEL;ANA AFIF MATEUS SARQUIS QUEIROZ;11;Médico;PP;Eleito;49302;26925;2026-02-28 19:30:47
14532;Branca;Casado(a);40 a 44 anos;Feminino;Superior completo;LIMOEIRO DO NORTE;DILMARA AMARAL SILVA;25;Odontólogo;PRD;Eleito;36455;28308;2026-02-28 19:30:47
13412;Branca;Casado(a);40 a 44 anos;Masculino;Superior completo;BATURITÉ;HÉRBERLH FREITAS REIS CAVALCANTE MOTA;10;Empresário;REPUBLICANOS;Eleito;22708;18058;2026-02-28 19:30:47
14150;Branca;Casado(a);60 a 64 anos;Masculino;Ensino Médio completo;IPAUMIRIM;ESPEDITO MARCOS DE SOUSA;13;Outros;PT;Não Eleito;7916;1799;2026-02-28 19:30:47
14516;Parda;Casado(a);35 a 39 anos;Masculino;Superior completo;LAVRAS DA MANGABEIRA;RONALDO PEDROSA LIMA;55;Prefeito;PSD;Eleito;19391;15790;2026-02-28 19:30:47
15458;Parda;Solteiro(a);35 a 39 anos;Feminino;Superior completo;SANTA QUITÉRIA;LIGIA MARIA BENEVINUTO DE SOUSA PROTASIO;13;Médico;PT;Não Eleito;24735;6218;2026-02-28 19:30:47
14958;Parda;Casado(a);75 a 79 anos;Masculino;Superior completo;PACATUBA;LUIZ CLAUDIO ALVES BRITO;33;Aposentado (Exceto Servidor Público);MOBILIZA;Não Eleito;47973;44;2026-02-28 19:30:47
15296;Branca;Casado(a);70 a 74 anos;Masculino;Superior completo;QUIXERAMOBIM;CIRILO ANTÔNIO PIMENTA LIMA;40;Prefeito;PSB;Eleito;48430;30357;2026-02-28 19:30:47
13188;Branca;Casado(a);65 a 69 anos;Masculino;Ensino Médio incompleto;HORIZONTE;MANOEL GOMES DE FARIAS NETO;40;Prefeito;PSB;Eleito;49791;36398;2026-02-28 19:30:47
13897;Parda;Solteiro(a);60 a 64 anos;Masculino;Superior completo;FORTALEZA;FRANCISCO RAIMUNDO MALTA DE ARAUJO;21;Advogado;PCB;Não Eleito;1397526;0;2026-02-28 19:30:47
13048;Branca;Casado(a);55 a 59 anos;Feminino;Superior completo;PIRES FERREIRA;MARIA DO SOCORRO PEREIRA TORRES;13;Pedagogo;PT;Não Eleito;7527;2096;2026-02-28 19:30:47
13480;Branca;Divorciado(a);45 a 49 anos;Masculino;Ensino Médio completo;ITAITINGA;DENIS GOMES DA SILVA;20;Vereador;PODE;Não Eleito;30384;547;2026-02-28 19:30:47
15954;Parda;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ITAREMA;FRANCISCO MAGALHAES MOTA;44;Empresário;UNIÃO;Não Eleito;28216;2071;2026-02-28 19:30:47
13200;Branca;Casado(a);35 a 39 anos;Feminino;Superior completo;ERERÉ;EMANUELLE GOMES MARTINS;40;Enfermeiro;PSB;Não Eleito;4847;2409;2026-02-28 19:30:47
15253;Parda;Casado(a);30 a 34 anos;Masculino;Superior completo;POTENGI;SALVIANO LINARD DE ALENCAR;12;Empresário;PDT;Eleito;6847;4246;2026-02-28 19:30:47
15059;Parda;Casado(a);45 a 49 anos;Masculino;Superior completo;PARACURU;WEMBLEY GOMES COSTA;40;Pedagogo;PSB;Não Eleito;27619;10793;2026-02-28 19:30:47
13196;Parda;Casado(a);50 a 54 anos;Masculino;Ensino Médio completo;AQUIRAZ;JAIR JOSE DA SILVA;13;Servidor Público Municipal;PT;Não Eleito;56085;6041;2026-02-28 19:30:47
13293;Branca;Casado(a);45 a 49 anos;Masculino;Ensino Fundamental completo;ARNEIROZ;GIDEONNE FEITOSA DE OLIVEIRA;13;Comerciante;PT;Não Eleito;5938;1779;2026-02-28 19:30:47
13374;Branca;Divorciado(a);55 a 59 anos;Masculino;Superior completo;BARBALHA;ANTONIO COSTA SAMPAIO NETO;45;Engenheiro;PSDB;Não Eleito;41190;17220;2026-02-28 19:30:47
13951;Parda;Solteiro(a);30 a 34 anos;Masculino;Superior completo;GRANJA;JOÃO PAULO AGUIAR DA SILVA;55;Advogado;PSD;Não Eleito;33805;3205;2026-02-28 19:30:47
14516;Parda;Casado(a);45 a 49 anos;Feminino;Superior completo;LAVRAS DA MANGABEIRA;JANE JADNA NOBRE DE FRANÇA GOMES;44;Enfermeiro;UNIÃO;Não Eleito;19391;3601;2026-02-28 19:30:47
13110;Parda;Casado(a);55 a 59 anos;Feminino;Ensino Fundamental incompleto;ALTANEIRA;MARIA SILVANIA DE ANDRADE;13;Vereador;PT;Não Eleito;6163;2908;2026-02-28 19:30:47
15610;Parda;Casado(a);55 a 59 anos;Masculino;Superior completo;SOLONÓPOLE;JOSE WEBSTON NOGUEIRA PINHEIRO;55;Engenheiro;PSD;Eleito;12648;7153;2026-02-28 19:30:47
